time,supercategory,category,subcategory,segment,manufacturer,product,sales,tdp,upc
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,FREE FROM GLUTEN ,5229338,29.8,7
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,FREE FROM GLUTEN ,5229338,29.8,7
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,LOW LIKELIHOOD OF GMO INGREDIENTS ,5229338,29.8,7
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,NON GMO ,5229338,29.8,7
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,KOSHER ,5229338,29.8,7
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,1G TO LESS THAN 10G PROTEIN PER SERVING ,5229338,29.8,7
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,5G TO LESS THAN 7.5G TOTAL FAT PER SERVING ,5229338,29.8,7
LY,"CANDY,_GUM,_MINTS",GUM,REGULAR,BUBBLE_GUM,THE_HERSHEY_CO,5G TO LESS THAN 7.5G ADDED SUGAR PER SERVING ,14920772,29.7,3
LY,"CANDY,_GUM,_MINTS",GUM,REGULAR,BUBBLE_GUM,THE_HERSHEY_CO,0G FIBER PER SERVING ,14920772,29.7,3
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,FREE FROM ANTIBIOTICS ,14778428,29.7,32
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,CONTAINS COCOA ,14778428,29.7,32
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,HIGH LIKELIHOOD OF GMO INGREDIENTS ,14778428,29.7,32
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,FREE FROM HIGH FRUCTOSE CORN SYRUP ,14778428,29.7,32
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,FREE FROM HORMONES ,14778428,29.7,32
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,FREE FROM MSG ,14778428,29.7,32
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,CANDY_RIFIC_LLC,1 TO 50 CALORIES PER SERVING ,13453831,29.7,47
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,HORMEL_FOODS_CORPORATION,CONTAINS PEANUT ,10429920,29.7,2
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,HORMEL_FOODS_CORPORATION,CONTAINS PEANUT ,10429920,29.7,2
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,HORMEL_FOODS_CORPORATION,10G TO LESS THAN 15G TOTAL FAT PER SERVING ,10429920,29.7,2
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,ALTER_ECO,1G TO LESS THAN 10G PROTEIN PER SERVING ,9374201,29.7,28
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,ENDANGERED_SPECIES_CHOCOLATE_COMPANY,CONTAINS NATURAL PRESERVATIVES ,7407621,29.7,8
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,5G TO LESS THAN 7.5G TOTAL FAT PER SERVING ,7264569,29.7,77
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,GUMMI,FRANKFORD_CANDY_LLC,FREE FROM PEANUT ,7111586,29.7,21
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,HARD_CANDY,FERRARA_CANDY_COMPANY_INC,FREE FROM NATURAL SWEETENERS ,5166994,29.7,13
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,VERY LOW SODIUM ,23798490,29.6,15
LY,"CANDY,_GUM,_MINTS",SNACK_MIXES,PRETZEL_MIX,SWEET,CAMPBELL_SOUP_CO,FREE FROM ARTIFICIAL COLORS ,22618256,29.6,19
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,REMAINING_VARIETY,TOOTSIE_ROLL_INDUSTRIES_INC,CONTAINS ADDED SUGAR ,18481277,29.6,22
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,REMAINING_VARIETY,TOOTSIE_ROLL_INDUSTRIES_INC,FREE FROM GLUTEN ,18481277,29.6,22
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,7.5G TO LESS THAN 10G TOTAL FAT PER SERVING ,13667506,29.6,35
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,HARD_CANDY,PRIVATE_LABEL,FREE FROM NATURAL FLAVORS ,12705960,29.6,80
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MIXED_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,SUGAR FREE ,12386345,29.6,5
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,FREE FROM ANTIBIOTICS ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,FREE FROM ARTIFICIAL SWEETENERS ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,CONTAINS COCOA ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,CONTAINS DAIRY ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,FREE FROM HIGH FRUCTOSE CORN SYRUP ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,FREE FROM HORMONES ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,CONTAINS LACTOSE ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,FREE FROM MSG ,10590206,29.6,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,SWEET_WORKS_INC,CONTAINS NATURAL FLAVORS ,10590206,29.6,55
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,FERRERO_S.P.A,FREE OF GLUTEN ,7280260,29.6,5
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,FERRERO_S.P.A,FREE FROM GLUTEN ,7280260,29.6,5
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,FERRERO_S.P.A,MADE IN USA ,7279991,29.6,5
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,FERRERO_S.P.A,2.5G TO LESS THAN 5G TOTAL FAT PER SERVING ,7279760,29.6,3
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM ANTIBIOTICS ,7119816,29.6,24
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM CAFFEINE ,7119816,29.6,24
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM HIGH FRUCTOSE CORN SYRUP ,7119816,29.6,24
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM HORMONES ,7119816,29.6,24
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM MSG ,7119816,29.6,24
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,HIGH LIKELIHOOD OF GMO INGREDIENTS ,7117696,29.6,23
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM NATURAL COLORS ,7117696,29.6,23
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,CONTAINS NATURAL FLAVORS ,7117614,29.6,20
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,TASTE_OF_NATURE_INC,1G TO LESS THAN 10G PROTEIN PER SERVING ,5857351,29.6,19
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,CHEWY,THE_HERSHEY_CO,CONTAINS ADDED SUGAR ,21253471,29.5,16
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,GUMMI,APAX_PARTNERS_LLC,FREE FROM DAIRY ,20140793,29.5,2
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,LICORICE,AMERICAN_LICORICE_COMPANY,PARTIALLY PRODUCED WITH GENETIC ENGINEERING ,17575371,29.5,8
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,WHITE_CHOCOLATE,MARS_INCORPORATED,FREE FROM ARTIFICIAL COLORS ,16927288,29.5,8
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,THE_HERSHEY_CO,LOW SODIUM   ,16534524,29.5,12
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MIXED_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,CONTAINS ARTIFICIAL PRESERVATIVES ,13762123,29.5,19
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MIXED_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,LOW SODIUM   ,13762123,29.5,19
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MIXED_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,CONTAINS NATURAL PRESERVATIVES ,13762123,29.5,19
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MIXED_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,15G TO LESS THAN 25G ADDED SUGAR PER SERVING ,13762102,29.5,17
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,HORMEL_FOODS_CORPORATION,CONTAINS SOY ,11914118,29.5,9
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,HORMEL_FOODS_CORPORATION,CONTAINS SOY ,11914118,29.5,9
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,HORMEL_FOODS_CORPORATION,CONTAINS SOY ,11914118,29.5,9
CY,"CANDY,_GUM,_MINTS",SNACK_MIXES,PRETZEL_MIX,SWEET,PRIVATE_LABEL,CONTAINS ARTIFICIAL FLAVORS ,10126363,29.5,80
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,ALFRED_RITTER_GMBH_&_CO_KG,MAY CONTAIN PEANUT ,9407634,29.5,33
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,ALFRED_RITTER_GMBH_&_CO_KG,MAY CONTAIN PEANUT ,9407634,29.5,33
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,PRIVATE_LABEL,FREE FROM NATURAL COLORS ,9103261,29.5,72
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,PRIVATE_LABEL,CONTAINS SOY ,6110184,29.5,86
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,LOW FAT ,23439464,29.4,14
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,CONTAINS ARTIFICIAL FLAVORS ,16253134,29.4,89
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,7.5G TO LESS THAN 10G TOTAL FAT PER SERVING ,14723351,29.4,28
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,TOOTSIE_ROLL_INDUSTRIES_INC,MADE IN USA ,12293245,29.4,30
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,WHITE_CHOCOLATE,MARS_INCORPORATED,FREE FROM NATURAL PRESERVATIVES ,10813762,29.4,15
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,REMAINING_VARIETY,MARS_INCORPORATED,101 TO 200 CALORIES PER SERVING ,9668309,29.4,9
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM NATURAL PRESERVATIVES ,7309298,29.4,18
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM PEANUT ,7070822,29.4,20
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,TASTE_OF_NATURE_INC,101 TO 200 CALORIES PER SERVING ,5676222,29.4,16
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,CHEWY,PERFETTI_VAN_MELLE,OVER 25G ADDED SUGAR PER SERVING ,46031063,29.3,14
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,HARD_CANDY,FERRARA_CANDY_COMPANY_INC,FREE FROM ARTIFICIAL PRESERVATIVES ,27866471,29.3,9
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,CHEWY,THE_HERSHEY_CO,CONTAINS SOY ,21088485,29.3,12
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,CHEWY,THE_HERSHEY_CO,HIGH LIKELIHOOD OF GMO INGREDIENTS ,21080919,29.3,12
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,CONTAINS ARTIFICIAL FLAVORS ,14819805,29.3,15
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,CONTAINS ARTIFICIAL INGREDIENTS ,14819805,29.3,15
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,CONTAINS ADDED SUGAR ,14811741,29.3,14
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,CONTAINS SOY ,14811741,29.3,14
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,CONTAINS SOY ,14811741,29.3,14
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,CONTAINS SOY ,14811741,29.3,14
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,1G TO LESS THAN 10G PROTEIN PER SERVING ,12986237,29.3,55
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,DARK_CHOCOLATE,CHOCOLADEFABRIKEN_LINDT_&_SPRUNGLI_AG,1G TO LESS THAN 2.5G FIBER PER SERVING ,12985874,29.3,54
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,FREE FROM ANTIBIOTICS ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,FREE FROM ARTIFICIAL SWEETENERS ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,FREE FROM CAFFEINE ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,FREE FROM HIGH FRUCTOSE CORN SYRUP ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,FREE FROM HORMONES ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,FREE FROM MSG ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,CONTAINS NATURAL PRESERVATIVES ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,CONTAINS NATURAL SWEETENERS ,10745746,29.3,31
LY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,LOLLIPOP,IMAGININGS_3,FREE FROM PEANUT ,10745746,29.3,31
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,YUMMY_EARTH_LLC,LOW FAT ,6866315,29.3,20
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,TASTE_OF_NATURE_INC,CONTAINS ADDED SUGAR ,5842262,29.3,15
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,TASTE_OF_NATURE_INC,CONTAINS SOY ,5842262,29.3,15
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,TASTE_OF_NATURE_INC,0G FIBER PER SERVING ,5750923,29.3,15
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,FREE FROM DAIRY ,4690051,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,MAY CONTAIN LACTOSE ,4690051,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,PLANT BASED ,4690051,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,PLANT BASED ,4690051,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,VEGAN ,4690051,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,VEGAN ,4690051,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,SUGAR FREE ,2195778,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,SINGLE_SERVE,MILK_CHOCOLATE,THE_HERSHEY_CO,SUGAR FREE ,2195778,29.3,2
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,FREE FROM ANTIBIOTICS ,14765775,29.2,13
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,FREE FROM CAFFEINE ,14765775,29.2,13
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,CONTAINS COCOA ,14765775,29.2,13
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,HIGH LIKELIHOOD OF GMO INGREDIENTS ,14765775,29.2,13
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,FREE FROM HIGH FRUCTOSE CORN SYRUP ,14765775,29.2,13
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,FREE FROM HORMONES ,14765775,29.2,13
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,GRUPO_BIMBO_S.A._DE_C.V.,FREE FROM MSG ,14765775,29.2,13
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,LOLLIPOP,APAX_PARTNERS_LLC,VERY LOW SODIUM ,14188048,29.2,9
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,LICORICE,KLN_FAMILY_BRANDS,FAT FREE ,12300831,29.2,34
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,MONDELEZ_INTERNATIONAL_INC,FREE FROM SOY ,9875703,29.2,14
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,ALTER_ECO,CONTAINS ADDED SUGAR ,8955128,29.2,27
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,ALTER_ECO,CONTAINS NATURAL SWEETENERS ,8954775,29.2,26
CY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,LOLLIPOP,SPANGLER_CANDY_COMPANY,PRODUCED WITH GENETIC ENGINEERING ,7966359,29.2,6
CY,"CANDY,_GUM,_MINTS",CONFECTION,SINGLE_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,FREE FROM NATURAL SWEETENERS ,7012238,29.2,18
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,CONTAINS SOY ,6712776,29.2,81
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,REMAINING_VARIETY,PRIVATE_LABEL,CONTAINS SOY ,6712776,29.2,81
CY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,DARK_CHOCOLATE,UNDERCOVER_CHOCOLATE_CO,1G TO LESS THAN 2.5G FIBER PER SERVING ,5116830,29.2,6
LY,"CANDY,_GUM,_MINTS",CHOCOLATE,MULTI_SERVE,MILK_CHOCOLATE,MARS_INCORPORATED,OVER 25G ADDED SUGAR PER SERVING ,44497093,29.1,9
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CANDY_CANE,SPANGLER_CANDY_COMPANY,VERY LOW SODIUM ,23889857,29.1,15
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM ANTIBIOTICS ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,ANTIOXIDANTS PRESENCE ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,CONTAINS ARTIFICIAL COLORS ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM ARTIFICIAL PRESERVATIVES ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,CONTAINS ARTIFICIAL SWEETENERS ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM CAFFEINE ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM DAIRY ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,HIGH LIKELIHOOD OF GMO INGREDIENTS ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,CONTAINS HIGH FRUCTOSE CORN SYRUP ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM HORMONES ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM LACTOSE ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM MSG ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,CONTAINS NATURAL PRESERVATIVES ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,CONTAINS NATURAL SWEETENERS ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,FREE FROM PEANUT ,22888965,29.1,10
LY,"CANDY,_GUM,_MINTS",CONFECTION,MULTI_SERVE,CHEWY,ACTUAL_CANDY_LLC,PLANT BASED ,22888965,29.1,10
